#{"t_start": 1777334239.2332623, "env_id": "MountainCarContinuous-v0"}
r,l,t
-143.0,243,1113.468486
-102.0,202,1114.024847
-101.0,201,1114.581075
-85.0,185,1115.090658
-120.0,220,1115.722179
-148.0,248,1116.437515
-127.0,227,1117.097344
-101.0,201,1117.756245
-162.0,262,1118.524818
-111.0,211,1119.161588
-114.0,215,1119.893279
-113.0,213,1120.551035
-105.0,205,1121.174733
-107.0,207,1121.751632
-98.0,198,1122.279718
-102.0,202,1122.854298
-111.0,211,1123.433818
-114.0,214,1124.021503
-117.0,217,1124.611665
-109.0,209,1125.189485
-125.0,225,1125.806147
-79.0,179,1126.310675
-143.0,243,1127.003089
-125.0,225,1127.611913
-129.0,229,1128.253497
-80.0,180,1128.748328
-117.0,217,1129.344373
-122.0,222,1129.957448
-131.0,231,1130.593916
-128.0,228,1131.219849
-143.0,243,1131.903136
-83.0,183,1132.40968
-127.0,228,1133.042283
-138.0,238,1133.715941
-126.0,226,1134.336754
-176.0,276,1135.152073
-138.0,238,1135.800988
-110.0,210,1136.419073
-134.0,234,1137.061036
-95.0,195,1137.592379
-81.0,181,1138.094059
-116.0,216,1138.689124
-121.0,221,1139.288015
-125.0,225,1139.919317
-99.0,199,1140.446749
-95.0,196,1140.989284
-140.0,240,1141.641228
-127.0,227,1142.277208
-82.0,182,1142.799503
-146.0,246,1143.525113
-122.0,222,1144.159066
-99.0,200,1144.714143
-117.0,217,1145.321758
-115.0,215,1145.923473
-78.0,178,1146.419363
-124.0,225,1147.052284
-80.0,180,1147.546351
-114.0,214,1148.154691
-103.0,203,1148.739402
-108.0,208,1149.323466
-57.0,157,1149.752336
-131.0,231,1150.3988
-107.0,207,1150.971103
-57.0,157,1151.421777
-78.0,178,1151.916271
-58.0,158,1152.359091
-134.0,234,1153.00865
-136.0,237,1153.664272
-56.0,157,1154.12742
-77.0,177,1154.640926
-118.0,219,1155.304824
-58.0,158,1155.74389
-119.0,221,1156.414804
-94.0,195,1156.97832
-136.0,236,1157.666016
-76.0,176,1158.169727
-113.0,214,1158.796049
-101.0,201,1159.358551
-123.0,223,1160.0014
-127.0,229,1160.651877
-79.0,179,1161.162516
-99.0,199,1161.704002
-90.0,190,1162.245405
-112.0,212,1162.859325
-131.0,231,1163.524597
-81.0,181,1164.028115
-135.0,235,1164.7207
-133.0,233,1165.390436
-107.0,208,1165.972199
-113.0,213,1166.555191
-105.0,206,1167.132312
-56.0,156,1167.570946
-122.0,222,1168.179095
-105.0,205,1168.75712
-106.0,206,1169.349669
-97.0,197,1169.892666
-116.0,217,1170.506442
-99.0,199,1171.076407
-74.0,174,1171.569314
-99.0,199,1172.129135
-108.0,209,1172.734683
-101.0,201,1173.304239
-56.0,156,1173.786884
-132.0,232,1174.630235
-109.0,209,1175.268435
-77.0,177,1175.766616
-88.0,188,1176.283192
-54.0,155,1176.731897
-106.0,206,1177.325357
-55.0,155,1177.765076
-129.0,229,1178.428915
-74.0,174,1178.91698
-104.0,204,1179.5214
-103.0,203,1180.091723
-122.0,222,1180.719476
-115.0,215,1181.320917
-76.0,176,1181.812538
-158.0,258,1182.548407
-106.0,206,1183.133036
-117.0,217,1183.755814
-59.0,159,1184.227262
-132.0,232,1184.928093
-128.0,228,1185.59377
-117.0,217,1186.212734
-79.0,179,1186.739873
-107.0,207,1187.322758
-126.0,226,1187.955786
-137.0,237,1188.6387
-121.0,221,1189.244574
-134.0,234,1189.899657
-121.0,221,1190.535311
-110.0,210,1191.125858
-124.0,224,1191.758788
-58.0,158,1192.227789
-104.0,204,1192.812497
-78.0,178,1193.313503
-117.0,217,1193.927709
-58.0,158,1194.380721
-78.0,178,1194.893183
-76.0,176,1195.400139
-110.0,210,1195.997494
-110.0,210,1196.600036
-136.0,236,1197.293086
-126.0,227,1197.93356
-113.0,213,1198.618868
-59.0,159,1199.141477
-100.0,200,1199.717111
-77.0,177,1200.209672
-138.0,238,1200.87272
-129.0,229,1201.485846
-58.0,158,1201.926393
-78.0,178,1202.414176
-78.0,178,1202.916835
-108.0,208,1203.492494
-101.0,201,1204.067375
-114.0,214,1204.680349
-118.0,219,1205.32741
-57.0,157,1205.756402
-58.0,158,1206.198986
-133.0,233,1206.854573
-138.0,238,1207.517498
-58.0,158,1207.955967
-133.0,233,1208.598173
-111.0,211,1209.169983
-60.0,160,1209.610957
-56.0,157,1210.05028
-110.0,210,1210.627815
-125.0,225,1211.235832
-104.0,205,1211.800377
-75.0,175,1212.289119
-57.0,157,1212.741107
-76.0,176,1213.245827
-77.0,177,1213.761988
-121.0,222,1214.364256
-105.0,206,1214.936207
-107.0,207,1215.503488
-106.0,206,1216.074422
-101.0,201,1216.618551
-56.0,157,1217.051339
-75.0,176,1217.5408
-108.0,209,1218.149618
-88.0,188,1218.662277
-128.0,228,1219.323283
-56.0,156,1219.74243
-117.0,217,1220.343004
-117.0,217,1220.936869
-122.0,222,1221.578158
-55.0,155,1222.00444
-55.0,155,1222.452571
-119.0,219,1223.123098
-54.0,154,1223.551403
-78.0,178,1224.062311
-56.0,156,1224.490278
-54.0,154,1224.913499
-54.0,154,1225.338068
-119.0,219,1225.927013
-121.0,222,1226.530745
-110.0,210,1227.119328
-76.0,176,1227.612715
-56.0,156,1228.05786
-103.0,203,1228.589778
-56.0,156,1228.990984
-55.0,155,1229.407683
-127.0,227,1230.008914
-57.0,157,1230.436081
-111.0,211,1231.000881
-106.0,206,1231.66807
-99.0,199,1232.2206
-120.0,220,1232.820656
-112.0,212,1233.43825
-129.0,229,1234.089446
-57.0,157,1234.550783
-58.0,158,1235.013847
-106.0,206,1235.611848
-77.0,178,1236.116603
-57.0,157,1236.548255
-118.0,218,1237.21008
-101.0,201,1237.826315
-117.0,217,1238.454404
-120.0,220,1239.071774
-114.0,215,1239.683657
-107.0,207,1240.313974
-70.0,171,1240.815024
-55.0,155,1241.235829
-76.0,176,1241.72268
-56.0,156,1242.146668
-139.0,239,1242.80602
-55.0,155,1243.244575
-54.0,154,1243.663752
-56.0,156,1244.092581
-51.0,151,1244.518967
-54.0,154,1244.954477
-54.0,154,1245.377946
-52.0,152,1245.801017
-52.0,152,1246.223307
-99.0,199,1246.772681
-76.0,176,1247.261156
-114.0,214,1247.834781
-54.0,154,1248.271708
-55.0,155,1248.692234
-77.0,177,1249.178229
-55.0,155,1249.625797
-52.0,152,1250.046046
-78.0,178,1250.531373
-79.0,179,1251.02012
-52.0,152,1251.438644
-109.0,209,1252.010502
-53.0,153,1252.423727
-86.0,186,1252.94923
-55.0,155,1253.364097
-54.0,154,1253.778771
-114.0,214,1254.365312
-53.0,153,1254.823044
-108.0,208,1255.423541
-53.0,153,1255.853158
-76.0,176,1256.33222
-71.0,171,1256.811532
-128.0,228,1257.407097
-118.0,218,1257.994934
-54.0,154,1258.428205
-125.0,225,1259.052438
-54.0,154,1259.475916
-74.0,174,1259.971721
-70.0,170,1260.451726
-77.0,177,1260.940573
-75.0,176,1261.432238
-81.0,181,1261.953371
-53.0,153,1262.383576
-79.0,179,1262.874836
-118.0,218,1263.535916
-52.0,152,1263.984148
-117.0,217,1264.617405
-53.0,153,1265.056356
-54.0,154,1265.597589
-55.0,155,1266.117766
-54.0,154,1266.620921
-124.0,224,1267.331026
-76.0,176,1267.862966
-110.0,211,1268.472908
-125.0,225,1269.140793
-50.0,150,1269.572069
-50.0,150,1270.010359
-52.0,152,1270.444315
-74.0,174,1270.915297
-53.0,153,1271.352168
-92.0,192,1271.906453
-140.0,240,1272.584485
-116.0,216,1273.186311
-76.0,176,1273.675127
-54.0,154,1274.103988
-77.0,177,1274.601568
-81.0,181,1275.11186
-71.0,171,1275.574823
-104.0,204,1276.135825
-74.0,174,1276.704685
-83.0,183,1277.348894
-131.0,231,1278.168699
-72.0,172,1278.707449
-131.0,232,1279.442113
-128.0,228,1280.139708
-80.0,180,1280.667015
-51.0,151,1281.16532
-116.0,216,1281.875892
-54.0,154,1282.342811
-52.0,152,1282.780709
-75.0,175,1283.264355
-52.0,152,1283.701139
-51.0,152,1284.139502
-53.0,153,1284.628265
-124.0,224,1285.322183
-71.0,171,1285.811567
-78.0,178,1286.327271
-54.0,154,1286.767688
-118.0,218,1287.419865
-49.0,149,1287.851532
-114.0,214,1288.485866
-49.0,149,1288.921057
-51.0,151,1289.361655
-48.0,148,1289.776339
-121.0,221,1290.40401
-49.0,149,1290.810642
-48.0,148,1291.25021
-76.0,176,1291.749131
-67.0,167,1292.224416
-50.0,150,1292.630619
-75.0,175,1293.1219
-80.0,180,1293.63233
-52.0,152,1294.05025
-46.0,146,1294.444449
-50.0,150,1294.867049
-68.0,168,1295.340089
-51.0,151,1295.786342
-104.0,204,1296.367973
-51.0,151,1296.909007
-48.0,148,1297.411616
-86.0,186,1297.962297
-51.0,151,1298.401185
-80.0,180,1298.897641
-90.0,190,1299.440133
-79.0,180,1299.96374
-53.0,153,1300.419777
-76.0,176,1300.911279
-56.0,156,1301.33147
-51.0,151,1301.762423
-80.0,180,1302.260762
-114.0,214,1302.852405
-48.0,148,1303.271161
-52.0,152,1303.6939
-72.0,172,1304.177613
-105.0,205,1304.765574
-49.0,149,1305.180799
-82.0,182,1305.687669
-52.0,152,1306.099821
-53.0,153,1306.528709
-120.0,220,1307.160275
-89.0,189,1307.678112
-51.0,151,1308.101254
-51.0,151,1308.517966
-53.0,153,1308.936605
-81.0,181,1309.440126
-51.0,151,1309.857082
-47.0,147,1310.255484
-95.0,195,1310.800159
-56.0,156,1311.223103
-47.0,147,1311.623622
-48.0,148,1312.058529
-77.0,177,1312.537624
-49.0,149,1312.957573
-48.0,148,1313.356776
-52.0,152,1313.7804
-60.0,160,1314.213605
-73.0,173,1314.710074
-53.0,153,1315.173787
-48.0,148,1315.632949
-87.0,187,1316.296748
-57.0,157,1316.716824
-50.0,150,1317.128294
-47.0,147,1317.543322
-49.0,149,1317.947417
-51.0,151,1318.360782
-47.0,147,1318.754841
-53.0,153,1319.202269
-47.0,147,1319.59736
-116.0,216,1320.189989
-47.0,147,1320.585223
-54.0,154,1321.019732
-80.0,180,1321.496256
-52.0,152,1321.904465
-66.0,166,1322.357482
-49.0,149,1322.750877
-68.0,169,1323.223063
-52.0,152,1323.640147
-52.0,152,1324.055503
-50.0,150,1324.449779
-56.0,156,1324.901728
-51.0,151,1325.340539
-109.0,209,1325.911927
-77.0,177,1326.398872
-54.0,154,1326.813669
-82.0,182,1327.311981
-72.0,172,1327.765219
-79.0,179,1328.266084
-115.0,215,1328.853983
-120.0,220,1329.441337
-48.0,148,1329.849689
-46.0,146,1330.241576
-86.0,186,1330.738649
-53.0,153,1331.172922
-50.0,150,1331.629566
-54.0,154,1332.109331
-87.0,187,1332.658935
-48.0,148,1333.060999
-42.0,143,1333.447717
-79.0,179,1333.927093
-91.0,191,1334.449874
-53.0,153,1334.868303
-69.0,169,1335.352412
-82.0,183,1335.83909
-56.0,156,1336.271847
-130.0,230,1336.907981
-49.0,149,1337.310501
-43.0,143,1337.701208
-47.0,147,1338.111492
-51.0,151,1338.502411
-54.0,154,1338.938696
-54.0,154,1339.353782
-55.0,155,1339.765982
-45.0,145,1340.187148
-50.0,150,1340.626116
-51.0,152,1341.04485
-43.0,143,1341.438868
-44.0,144,1341.830788
-49.0,149,1342.240684
-85.0,185,1342.741816
-49.0,149,1343.14951
-73.0,173,1343.625772
-56.0,156,1344.064142
-42.0,142,1344.437381
-94.0,194,1345.037731
-79.0,179,1345.54554
-47.0,147,1345.963902
-46.0,146,1346.396219
-49.0,150,1346.80333
-43.0,143,1347.200808
-73.0,174,1347.716228
-93.0,193,1348.276304
-47.0,147,1348.745595
-56.0,156,1349.193105
-47.0,147,1349.593378
-55.0,155,1350.033473
-52.0,152,1350.451541
-50.0,150,1350.855558
-115.0,215,1351.446167
-53.0,153,1351.886729
-53.0,153,1352.322216
-55.0,155,1352.737428
-79.0,179,1353.21709
-116.0,216,1353.80572
-56.0,156,1354.246446
-54.0,156,1354.661485
-47.0,147,1355.073802
-50.0,150,1355.468055
-46.0,146,1355.882385
-48.0,148,1356.286997
-86.0,186,1356.789093
-49.0,150,1357.201549
-119.0,219,1357.809157
-55.0,155,1358.223845
-87.0,187,1358.732005
-88.0,188,1359.251805
-93.0,193,1359.776648
-48.0,148,1360.175817
-51.0,151,1360.591551
-76.0,176,1361.074548
-93.0,193,1361.605626
-51.0,151,1362.023586
-48.0,148,1362.437855
-48.0,148,1362.833142
